"drift_date","drift_number","location","drift_start_time","drift_end_time","duration","mesh_size","Adult_Sockeye_Retained","Jack_Sockeye_Retained","Adult_Chinook_Retained_Ad_P","Adult_Chinook_Retained_Ad_A","Adult_Chinook_Retained_Ad_Unk","Jack_Chinook_Retained_Ad_P","Jack_Chinook_Retained_Ad_A","Jack_Chinook_Retained_Ad_Unk","Coho_Retained_Ad_P","Coho_Retained_Ad_A","Coho_Retained_Ad_Unk","Pink_Retained","Chum_Retained","Steelhead_Retained","Adult_Sockeye_Released","Jack_Sockeye_Released","Adult_Chinook_Released_Ad_P","Adult_Chinook_Released_Ad_A","Adult_Chinook_Released_Ad_Unk","Jack_Chinook_Released_Ad_P","Jack_Chinook_Released_Ad_A","Jack_Chinook_Released_Ad_Unk","Coho_Released_Ad_P","Coho_Released_Ad_A","Coho_Released_Ad_Unk","Pink_Released","Chum_Released","Steelhead_Released","Comments","Adult_Chinook_Retained","Jack_Chinook_Retained","Adult_Chinook_Released","Jack_Chinook_Released","Coho_Retained","Coho_Released","LocationID","MeshId"
2023-07-03,5,"near","0.80555555555555547","0.80902777777777779","3.4722222222223209E-3",5.25,"1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","3","0","0","0","0","0","n",5
2023-07-03,6,"near","0.81944444444444453","0.82291666666666663","3.4722222222220989E-3",6.75,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift. Couple fish fell off, species unknown.","0","0","0","0","0","0","n",7
2023-07-03,7,"far","0.3263888888888889","0.32847222222222222","2.0833333333333259E-3",5.25,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","f",5
2023-07-04,1,"near","0.29375000000000001","0.29722222222222222","3.4722222222222099E-3",4,"2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","1","0","0","0","0","0","n",1
2023-07-04,2,"near","0.30555555555555552","0.30902777777777779","3.4722222222222654E-3",5.25,"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",5
2023-07-04,3,"near","0.32083333333333336","0.32430555555555557","3.4722222222222099E-3",6.75,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",7
2023-07-04,4,"near","0.79166666666666663","0.79513888888888884","3.4722222222222099E-3",4.75,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",4
2023-07-04,5,"near","0.80694444444444446","0.81041666666666667","3.4722222222222099E-3",5.75,"1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","3","0","0","0","0","0","n",10
2023-07-04,6,"near","0.81944444444444453","0.82361111111111107","4.1666666666665408E-3",8,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",17
2023-07-05,1,"near","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",4.75,"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",4
2023-07-05,2,"near","0.30624999999999997","0.30972222222222223","3.4722222222222654E-3",5.75,"2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","1","0","0","0","0","0","n",10
2023-07-05,3,"near","0.32013888888888892","0.32430555555555557","4.1666666666666519E-3",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",17
2023-07-05,4,"near","0.79305555555555562","0.79652777777777783","3.4722222222222099E-3",4,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",1
2023-07-05,5,"near","0.80902777777777779","0.8125","3.4722222222222099E-3",5.25,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",5
2023-07-05,6,"near","0.82152777777777775","0.82500000000000007","3.4722222222223209E-3",6.75,"0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","2","0","0","0","0","0","n",7
2023-07-06,1,"near","0.29305555555555557","0.29652777777777778","3.4722222222222099E-3",4,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","1","0","0","0","0","0","n",1
2023-07-06,2,"near","0.30624999999999997","0.30972222222222223","3.4722222222222654E-3",5.25,"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",5
2023-07-06,3,"near","0.31944444444444448","0.32361111111111113","4.1666666666666519E-3",6.75,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",7
2023-07-06,4,"near","0.79375000000000007","0.79722222222222217","3.4722222222220989E-3",4.75,"5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","1","0","0","0","0","0","n",4
2023-07-06,5,"near","0.80555555555555547","0.80902777777777779","3.4722222222223209E-3",5.75,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",10
2023-07-06,6,"near","0.8208333333333333","0.82430555555555562","3.4722222222223209E-3",8,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",17
2023-07-06,7,"far","0.3298611111111111","0.33194444444444443","2.0833333333333259E-3",5.25,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","f",5
2023-07-07,1,"near","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",4.75,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",4
2023-07-07,2,"near","0.30694444444444441","0.31041666666666667","3.4722222222222654E-3",5.75,"1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","1","0","0","0","0","0","n",10
2023-07-07,3,"near","0.31944444444444448","0.32291666666666669","3.4722222222222099E-3",8,"3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift. Clipped chinook had a hook in it's mouth","2","0","0","0","0","0","n",17
2023-07-07,4,"near","0.79166666666666663","0.79513888888888884","3.4722222222222099E-3",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",1
2023-07-07,5,"near","0.80555555555555547","0.80902777777777779","3.4722222222223209E-3",5.25,"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",5
2023-07-07,6,"near","0.82013888888888886","0.82361111111111107","3.4722222222222099E-3",6.75,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",7
2023-07-08,1,"near","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",4,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",1
2023-07-08,2,"near","0.30624999999999997","0.30972222222222223","3.4722222222222654E-3",5.25,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",5
2023-07-08,3,"near","0.32013888888888892","0.32430555555555557","4.1666666666666519E-3",6.75,"0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","2","0","0","0","0","0","n",7
2023-07-08,4,"near","0.7944444444444444","0.79791666666666661","3.4722222222222099E-3",4.75,"1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","1","1","0","0","0","0","n",4
2023-07-08,5,"near","0.80763888888888891","0.81180555555555556","4.1666666666666519E-3",5.75,"0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","2","0","0","0","0","0","n",10
2023-07-08,6,"near","0.82152777777777775","0.8256944444444444","4.1666666666666519E-3",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",17
2023-07-09,1,"near","0.29166666666666669","0.29375000000000001","2.0833333333333259E-3",4.75,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Incomplete Drift. Net hung up below weir","0","0","0","0","0","0","n",4
2023-07-09,2,"near","0.30694444444444441","0.31041666666666667","3.4722222222222654E-3",5.75,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","1","0","0","0","0","0","n",10
2023-07-09,3,"near","0.31944444444444448","0.32361111111111113","4.1666666666666519E-3",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",17
2023-07-10,1,"near","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",4,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",1
2023-07-10,2,"near","0.30624999999999997","0.30972222222222223","3.4722222222222654E-3",5.25,"1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","2","0","0","0","0","0","n",5
2023-07-10,3,"near","0.31944444444444448","0.32291666666666669","3.4722222222222099E-3",6.75,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",7
2023-07-10,7,"far","0.32777777777777778","0.3298611111111111","2.0833333333333259E-3",5.25,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","f",5
2023-07-11,1,"near","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",4.75,"3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","2","0","0","0","0","0","n",4
2023-07-11,2,"near","0.30624999999999997","0.30972222222222223","3.4722222222222654E-3",5.75,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",10
2023-07-11,3,"near","0.32222222222222224","0.32569444444444445","3.4722222222222099E-3",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",17
2023-07-12,1,"near","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",4,"5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",1
2023-07-12,2,"near","0.30694444444444441","0.30902777777777779","2.0833333333333814E-3",5.25,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Incomplete drifts. Net hung up below weir","0","0","0","0","0","0","n",5
2023-07-12,3,"near","0.32083333333333336","0.32430555555555557","3.4722222222222099E-3",6.75,"0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","2","0","0","0","0","0","n",7
2023-07-13,1,"near","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",4.75,"13","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift. One sockeye has a radio tag","3","0","0","0","0","0","n",4
2023-07-13,2,"near","0.30833333333333335","0.31180555555555556","3.4722222222222099E-3",5.75,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",10
2023-07-13,3,"near","0.31944444444444448","0.32291666666666669","3.4722222222222099E-3",8,"1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","3","0","0","0","0","0","n",17
2023-07-13,4,"far","0.3263888888888889","0.32916666666666666","2.7777777777777679E-3",5.25,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","f",5
2023-07-14,1,"near","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",4,"2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","1","0","0","0","0","0","n",1
2023-07-14,2,"near","0.30624999999999997","0.30972222222222223","3.4722222222222654E-3",5.25,"6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","1","0","0","0","0","0","n",5
2023-07-14,3,"near","0.31944444444444448","0.32361111111111113","4.1666666666666519E-3",6.75,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",7
2023-07-15,1,"near","0.29166666666666669","0.29583333333333334","4.1666666666666519E-3",4.75,"7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","1","0","0","0","0","0","n",4
2023-07-15,2,"near","0.30694444444444441","0.31041666666666667","3.4722222222222654E-3",5.75,"1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","1","0","0","0","0","0","n",10
2023-07-15,3,"near","0.32013888888888892","0.32361111111111113","3.4722222222222099E-3",8,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","1","0","0","0","0","0","n",17
2023-07-16,1,"near","0.29236111111111113","0.29583333333333334","3.4722222222222099E-3",4,"3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","2","0","0","0","0","0","n",1
2023-07-16,2,"near","0.30624999999999997","0.30972222222222223","3.4722222222222654E-3",5.25,"8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift. Fish throughout net","0","0","0","0","0","0","n",5
2023-07-16,3,"near","0.32083333333333336","0.32430555555555557","3.4722222222222099E-3",6.75,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","Good Drift. One chinook went through net","0","0","1","0","0","0","n",7
2023-07-17,1,"near","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",4.75,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",4
2023-07-17,2,"near","0.30694444444444441","0.31041666666666667","3.4722222222222654E-3",5.75,"3","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","4","0","0","0","0","0","n",10
2023-07-17,3,"near","0.31944444444444448","0.32291666666666669","3.4722222222222099E-3",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",17
2023-07-17,4,"far","0.32777777777777778","0.3298611111111111","2.0833333333333259E-3",5.25,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","f",5
2023-07-18,1,"near","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",4,"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",1
2023-07-18,2,"near","0.30624999999999997","0.30833333333333335","2.0833333333333814E-3",5.25,"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Incomplete Drift. Net hung up below weir","0","0","0","0","0","0","n",5
2023-07-18,3,"near","0.31944444444444448","0.32291666666666669","3.4722222222222099E-3",6.75,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",7
2023-07-19,1,"near","0.29583333333333334","0.29930555555555555","3.4722222222222099E-3",4.75,"6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",4
2023-07-19,2,"near","0.30694444444444441","0.31041666666666667","3.4722222222222654E-3",5.75,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",10
2023-07-19,3,"near","0.32222222222222224","0.32569444444444445","3.4722222222222099E-3",8,"2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","2","0","0","0","0","0","n",17
2023-07-20,1,"near","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",4,"7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",1
2023-07-20,2,"near","0.30694444444444441","0.31041666666666667","3.4722222222222654E-3",5.25,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",5
2023-07-20,3,"near","0.31944444444444448","0.32291666666666669","3.4722222222222099E-3",6.75,"3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","3","0","0","0","0","0","n",7
2023-07-20,4,"far","0.32708333333333334","0.32916666666666666","2.0833333333333259E-3",5.25,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","f",5
2023-07-21,1,"near","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",4.75,"11","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","4","0","0","0","0","0","n",4
2023-07-21,2,"near","0.30624999999999997","0.30972222222222223","3.4722222222222654E-3",5.75,"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",10
2023-07-21,3,"near","0.31944444444444448","0.32361111111111113","4.1666666666666519E-3",8,"2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","1","0","0","0","0","0","n",17
2023-07-22,1,"near","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",4,"2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","2","0","0","0","0","0","n",1
2023-07-22,2,"near","0.30694444444444441","0.31041666666666667","3.4722222222222654E-3",5.25,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",5
2023-07-22,3,"near","0.31944444444444448","0.32222222222222224","2.7777777777777679E-3",6.75,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Incompleate drift, hung up","0","0","0","0","0","0","n",7
2023-07-22,4,"near","0.79166666666666663","0.79513888888888884","3.4722222222222099E-3",4.75,"4","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","2","0","0","0","0","n",4
2023-07-22,5,"near","0.80625000000000002","0.80972222222222223","3.4722222222222099E-3",5.75,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","1","0","0","0","0","0","n",10
2023-07-22,6,"near","0.81944444444444453","0.82361111111111107","4.1666666666665408E-3",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",17
2023-07-23,1,"near","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",4.75,"5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift. Seal spotted","1","0","0","0","0","0","n",4
2023-07-23,2,"near","0.30555555555555552","0.30902777777777779","3.4722222222222654E-3",5.75,"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift. One sturgeon in net","0","0","0","0","0","0","n",10
2023-07-23,3,"near","0.32013888888888892","0.32430555555555557","4.1666666666666519E-3",8,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",17
2023-07-23,4,"near","0.79166666666666663","0.79513888888888884","3.4722222222222099E-3",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",1
2023-07-23,5,"near","0.80694444444444446","0.81041666666666667","3.4722222222222099E-3",5.25,"3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","2","0","0","0","0","0","n",5
2023-07-23,6,"near","0.81944444444444453","0.82361111111111107","4.1666666666665408E-3",6.75,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",7
2023-07-24,1,"near","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",4,"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",1
2023-07-24,2,"near","0.30555555555555552","0.30902777777777779","3.4722222222222654E-3",5.25,"4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",5
2023-07-24,3,"near","0.32083333333333336","0.32430555555555557","3.4722222222222099E-3",6.75,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Good Drift","0","0","0","0","0","0","n",7
