"drift_date","drift_number","location_id","drift_start_time","drift_end_time","duration","MeshId","location","comments","created_at","updated_at","updated_by"
2023-07-11,1,"n","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",4,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-11,2,"n","0.30624999999999997","0.30972222222222223","3.4722222222222654E-3",10,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-11,3,"n","0.32222222222222224","0.32569444444444445","3.4722222222222099E-3",17,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-12,1,"n","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",1,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-12,2,"n","0.30694444444444441","0.30902777777777779","2.0833333333333814E-3",5,"near","Incomplete drifts. Net hung up below weir",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-12,3,"n","0.32083333333333336","0.32430555555555557","3.4722222222222099E-3",7,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-13,1,"n","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",4,"near","Good Drift. One sockeye has a radio tag",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-13,2,"n","0.30833333333333335","0.31180555555555556","3.4722222222222099E-3",10,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-13,3,"n","0.31944444444444448","0.32291666666666669","3.4722222222222099E-3",17,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-13,4,"f","0.3263888888888889","0.32916666666666666","2.7777777777777679E-3",5,"far","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-14,1,"n","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",1,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-14,2,"n","0.30624999999999997","0.30972222222222223","3.4722222222222654E-3",5,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-14,3,"n","0.31944444444444448","0.32361111111111113","4.1666666666666519E-3",7,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-15,1,"n","0.29166666666666669","0.29583333333333334","4.1666666666666519E-3",4,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-15,2,"n","0.30694444444444441","0.31041666666666667","3.4722222222222654E-3",10,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-15,3,"n","0.32013888888888892","0.32361111111111113","3.4722222222222099E-3",17,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-16,1,"n","0.29236111111111113","0.29583333333333334","3.4722222222222099E-3",1,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-16,2,"n","0.30624999999999997","0.30972222222222223","3.4722222222222654E-3",5,"near","Good Drift. Fish throughout net",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-16,3,"n","0.32083333333333336","0.32430555555555557","3.4722222222222099E-3",7,"near","Good Drift. One chinook went through net",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-17,1,"n","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",4,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-17,2,"n","0.30694444444444441","0.31041666666666667","3.4722222222222654E-3",10,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-17,3,"n","0.31944444444444448","0.32291666666666669","3.4722222222222099E-3",17,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-17,4,"f","0.32777777777777778","0.3298611111111111","2.0833333333333259E-3",5,"far","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-18,1,"n","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",1,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-18,2,"n","0.30624999999999997","0.30833333333333335","2.0833333333333814E-3",5,"near","Incomplete Drift. Net hung up below weir",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-18,3,"n","0.31944444444444448","0.32291666666666669","3.4722222222222099E-3",7,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-19,1,"n","0.29583333333333334","0.29930555555555555","3.4722222222222099E-3",4,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-19,2,"n","0.30694444444444441","0.31041666666666667","3.4722222222222654E-3",10,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-19,3,"n","0.32222222222222224","0.32569444444444445","3.4722222222222099E-3",17,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-20,1,"n","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",1,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-20,2,"n","0.30694444444444441","0.31041666666666667","3.4722222222222654E-3",5,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-20,3,"n","0.31944444444444448","0.32291666666666669","3.4722222222222099E-3",7,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-20,4,"f","0.32708333333333334","0.32916666666666666","2.0833333333333259E-3",5,"far","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-21,1,"n","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",4,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-21,2,"n","0.30624999999999997","0.30972222222222223","3.4722222222222654E-3",10,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-21,3,"n","0.31944444444444448","0.32361111111111113","4.1666666666666519E-3",17,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-22,1,"n","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",1,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-22,2,"n","0.30694444444444441","0.31041666666666667","3.4722222222222654E-3",5,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-22,3,"n","0.31944444444444448","0.32222222222222224","2.7777777777777679E-3",7,"near","Incompleate drift, hung up",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-22,4,"n","0.79166666666666663","0.79513888888888884","3.4722222222222099E-3",4,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-22,5,"n","0.80625000000000002","0.80972222222222223","3.4722222222222099E-3",10,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-22,6,"n","0.81944444444444453","0.82361111111111107","4.1666666666665408E-3",17,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-23,1,"n","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",4,"near","Good Drift. Seal spotted",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-23,2,"n","0.30555555555555552","0.30902777777777779","3.4722222222222654E-3",10,"near","Good Drift. One sturgeon in net",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-23,3,"n","0.32013888888888892","0.32430555555555557","4.1666666666666519E-3",17,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-23,4,"n","0.79166666666666663","0.79513888888888884","3.4722222222222099E-3",1,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-23,5,"n","0.80694444444444446","0.81041666666666667","3.4722222222222099E-3",5,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-23,6,"n","0.81944444444444453","0.82361111111111107","4.1666666666665408E-3",7,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-24,1,"n","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",1,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-24,2,"n","0.30555555555555552","0.30902777777777779","3.4722222222222654E-3",5,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-24,3,"n","0.32083333333333336","0.32430555555555557","3.4722222222222099E-3",7,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-24,4,"n","0.79166666666666663","0.79513888888888884","3.4722222222222099E-3",4,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-24,5,"n","0.80555555555555547","0.80902777777777779","3.4722222222223209E-3",10,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-24,6,"n","0.81944444444444453","0.82152777777777775","2.0833333333332149E-3",17,"near","Incomplete Drift. Jet boat went by and pushed net into shore",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-24,7,"f","0.3263888888888889","0.32847222222222222","2.0833333333333259E-3",5,"far","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-25,1,"n","0.29444444444444445","0.29791666666666666","3.4722222222222099E-3",4,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-25,2,"n","0.30763888888888891","0.31111111111111112","3.4722222222222099E-3",10,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-25,3,"n","0.32013888888888892","0.32222222222222224","2.0833333333333259E-3",17,"near","Incomplete Drift, Hung up below weir",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-25,4,"n","0.79166666666666663","0.79513888888888884","3.4722222222222099E-3",1,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-25,5,"n","0.80555555555555547","0.80902777777777779","3.4722222222223209E-3",5,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-25,6,"n","0.82013888888888886","0.82430555555555562","4.1666666666667629E-3",7,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-26,1,"n","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",1,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-26,2,"n","0.30624999999999997","0.30833333333333335","2.0833333333333814E-3",5,"near","Incomplete Drift, Hung up below weir",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-26,3,"n","0.31944444444444448","0.3215277777777778","2.0833333333333259E-3",7,"near","Incomplete Drift, Hung up below weir. Same spot",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-26,4,"n","0.79166666666666663","0.79513888888888884","3.4722222222222099E-3",4,"near","Good Drift. One chinook fell off net",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-26,5,"n","0.80625000000000002","0.80833333333333324","2.0833333333332149E-3",10,"near","Incomplete Drift, Hung up below weir",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-26,6,"n","0.81944444444444453","0.82361111111111107","4.1666666666665408E-3",17,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-27,1,"n","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",4,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-27,2,"n","0.30624999999999997","0.30972222222222223","3.4722222222222654E-3",10,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-27,3,"n","0.31944444444444448","0.32291666666666669","3.4722222222222099E-3",17,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-27,4,"n","0.79513888888888884","0.79861111111111116","3.4722222222223209E-3",1,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-27,5,"n","0.80625000000000002","0.80972222222222223","3.4722222222222099E-3",5,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-27,6,"n","0.81944444444444453","0.8222222222222223","2.7777777777777679E-3",7,"near","Incomplete Drift, hung up below weir",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-27,7,"f","0.32708333333333334","0.3298611111111111","2.7777777777777679E-3",5,"far","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-28,1,"n","0.29305555555555557","0.29652777777777778","3.4722222222222099E-3",1,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-28,2,"n","0.30694444444444441","0.31041666666666667","3.4722222222222654E-3",5,"near","Good Drift, one fish hit net but released species unknown",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-28,3,"n","0.31944444444444448","0.32222222222222224","2.7777777777777679E-3",7,"near","Incompleate hung up near end of drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-28,4,"n","0.79166666666666663","0.79513888888888884","3.4722222222222099E-3",4,"near","Good Drift, stergeon in net but fell off",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-28,5,"n","0.80694444444444446","0.81041666666666667","3.4722222222222099E-3",10,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-28,6,"n","0.82013888888888886","0.8222222222222223","2.083333333333437E-3",17,"near","Incomplete Drift, hung up net trashed",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-29,1,"n","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",4,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-29,2,"n","0.30555555555555552","0.30902777777777779","3.4722222222222654E-3",10,"near","Good Drift, one Chinook fell off",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-29,3,"n","0.32013888888888892","0.32361111111111113","3.4722222222222099E-3",17,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-29,4,"n","0.79722222222222217","0.80069444444444438","3.4722222222222099E-3",1,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-29,5,"n","0.80972222222222223","0.81319444444444444","3.4722222222222099E-3",5,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-29,6,"n","0.8222222222222223","0.8256944444444444","3.4722222222220989E-3",7,"near","Good Drift, one Chinook went through net",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-30,1,"n","0.29166666666666669","0.2951388888888889","3.4722222222222099E-3",1,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-30,2,"n","0.30555555555555552","0.30902777777777779","3.4722222222222654E-3",5,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-30,3,"n","0.31944444444444448","0.32291666666666669","3.4722222222222099E-3",7,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-30,4,"n","0.79166666666666663","0.79513888888888884","3.4722222222222099E-3",4,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-30,5,"n","0.80555555555555547","0.80902777777777779","3.4722222222223209E-3",10,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-30,6,"n","0.81944444444444453","0.82291666666666663","3.4722222222220989E-3",17,"near","Good Drift. Three big chinook went through",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-31,1,"n","0.2951388888888889","0.2986111111111111","3.4722222222222099E-3",4,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
2023-07-31,2,"n","0.30902777777777779","0.3125","3.4722222222222099E-3",10,"near","Good Drift",2025-09-09 11:58:18.651224,2025-09-09 11:58:18.651339,"csv_processor"
